eV,COUNTS
295.4995,0.0
295.5345000000001,0.0
295.57,0.0
295.6055,0.0
295.6405,0.0
295.6755,0.0
295.711,0.0
295.7465,0.0
295.7815,0.0
295.8165,0.0
295.85200000000003,0.0
295.8875,0.0
295.9225,0.0
295.95799999999997,0.0
295.9935000000001,0.0
296.0285,0.0
296.064,0.0
296.0995000000001,0.0
296.13449999999995,0.0
296.17,0.0
296.2055000000001,0.0
296.241,0.0
296.2765,0.0
296.3115,0.0
296.3470000000001,0.0
296.3825,0.0
296.418,0.0
296.4535,0.0
296.4885,0.0
296.524,0.0
296.5595,0.0
296.595,0.0
296.6305000000001,0.0
296.666,0.0
296.7015,0.0
296.737,0.0
296.7725,0.0
296.808,0.0
296.84350000000006,0.0
296.879,0.0
296.915,0.0
296.9505000000001,0.0
296.986,0.0
297.0215,0.0
297.057,0.0
297.0925,0.0
297.128,0.0
297.164,0.0
297.1995,0.0
297.235,0.0
297.27099999999996,0.0
297.3065,0.0
297.342,0.0
297.37749999999994,0.0
297.413,0.0
297.449,0.0
297.485,0.0
297.5205,0.0
297.5560000000001,0.0
297.592,0.0
297.6275,0.0
297.663,0.0
297.699,0.0
297.735,0.0
297.7705,0.0
297.8060000000001,0.0
297.842,0.0
297.878,0.0
297.9135,0.0
297.949,0.0
297.985,0.0
298.021,0.0
298.057,0.0
298.093,0.0
298.1285000000001,0.0
298.164,0.0
298.2000000000001,0.0
298.236,0.0
298.272,0.0
298.308,0.0
298.34400000000005,0.0
298.38,0.0
298.4155,0.0
298.45099999999996,0.0
298.487,0.0
298.523,0.0
298.559,0.0
298.595,0.0
298.631,0.0
298.6670000000001,0.0
298.703,0.0
298.73900000000003,0.0
298.7750000000001,0.0
298.811,0.0
298.847,0.0
298.8830000000001,0.0
298.9190000000001,0.0
298.955,0.0
298.991,0.0
299.0270000000001,0.0
299.063,0.0
299.099,0.0
299.1355,0.0
299.172,0.0
299.20799999999997,0.0
299.244,0.0
299.28,0.0
299.3160000000001,0.0
299.35200000000003,0.0
299.388,0.0
299.4245,0.0
299.461,0.0
299.497,0.0
299.53300000000013,0.0
299.569,0.0
299.605,0.0
299.6415,0.0
299.678,0.0
299.71400000000006,0.0
299.74999999999994,0.0
299.7865,0.0
299.823,0.0
299.85900000000004,0.0
299.8950000000001,0.0
299.9315,0.0
299.968,0.0
300.004,0.0
300.0405,0.0
300.07700000000006,0.0
300.11299999999994,0.0
300.14949999999993,0.0
300.186,0.0
300.222,0.0
300.2585,0.0
300.295,0.0
300.33099999999996,0.0
300.3675,0.0
300.404,0.0
300.44,0.0
300.4765,0.0
300.513,0.0
300.5495,0.0
300.586,0.0
300.6225,0.0
300.659,0.0
300.6955,0.0
300.732,0.0
300.7680000000001,0.0
300.8045,0.0
300.841,0.0
300.8775,0.0
300.914,0.0
300.9505000000001,0.0
300.9874999999999,0.0
301.024,0.0
301.0605,0.0
301.097,0.0
301.1335,0.0
301.17,0.0
301.20650000000006,0.0
301.2435,0.0
301.28,0.0
301.3165,0.0
301.353,0.0
301.3895,0.0
301.4265,0.0
301.463,0.0
301.4995,0.0
301.5365,0.0
301.573,0.0
301.6095,0.0
301.64650000000006,0.0
301.68300000000005,0.0
301.7195000000001,0.0
301.7565,0.0
301.7935,0.0
301.83,0.0
301.8665000000001,0.0
301.9035,0.0
301.9405,0.0
301.97700000000003,0.0
302.0135,0.0
302.0505,0.0
